name,slug,positions,team,age,games_played,games_started,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,points,Year,FG%,Dist.,% of FGA by Distance 2P,% of FGA by Distance 0-3,% of FGA by Distance 3-10,% of FGA by Distance 10-16,% of FGA by Distance 16-3P,% of FGA by Distance 3P,FG% by Distance 2P,FG% by Distance 0-3,FG% by Distance 3-10,FG% by Distance 10-16,FG% by Distance 16-3P,FG% by Distance 3P,% of FG Ast'd 2P,% of FG Ast'd 3P,Dunks %FGA,# of Dunks,Corner 3s %3PA,Corner 3s 3P%,Attempted Heaves,# of Heaves
Leon Powe,powele01,CENTER,CLEVELAND CAVALIERS,26.0,29.9,2.5,397.6,60.8,119.0,0.0,0.9,58.4,88.3,42.8,60.9,9.2,8.9,9.0,21.3,59.1,180.0,2010.0,0.49470000000000003,5.17,0.9884999999999999,0.5668,0.268,0.060399999999999995,0.0932,0.0115,0.5005,0.5683,0.41790000000000005,0.34140000000000004,0.3564,0.0,0.6133,,0.0833,13.3,0.0,,0.0,0.0
Leon Smith,smithle01,CENTER,['ATLANTA HAWKS' 'SEATTLE SUPERSONICS'],22.0,7.5,0.0,52.0,5.5,14.0,0.0,0.0,5.5,8.5,5.5,11.0,1.5,2.5,0.5,1.5,6.5,16.5,2003.0,0.4425,4.050000000000001,1.0,0.5575,0.404,0.0385,0.0,0.0,0.4425,0.719,0.125,0.5,,,0.25,,0.1345,3.0,,,0.0,0.0
Lester Hudson,hudsole01,POINT GUARD,MEMPHIS GRIZZLIES,26.285714285714285,9.928571428571429,0.0,108.85714285714286,18.642857142857142,48.785714285714285,5.0,18.642857142857142,10.0,12.142857142857142,3.142857142857143,11.5,12.071428571428571,5.428571428571429,1.4285714285714286,10.571428571428571,9.142857142857142,52.285714285714285,2011.2857142857142,0.3673571428571428,15.835714285714285,0.6438571428571428,0.20935714285714285,0.10778571428571428,0.0665,0.26021428571428573,0.35614285714285715,0.3923571428571429,0.6042857142857143,0.41385714285714287,0.21963636363636363,0.233,0.3296428571428572,0.4587857142857143,0.8090714285714286,0.004857142857142858,0.35714285714285715,0.15035714285714286,0.4444166666666667,0.0,0.0
Linas Kleiza,kleizli01,SMALL FORWARD,DENVER NUGGETS,24.428571428571427,58.42857142857143,9.285714285714286,1169.2857142857142,181.14285714285714,416.0,55.285714285714285,164.85714285714286,91.14285714285714,119.42857142857143,55.42857142857143,154.57142857142858,45.857142857142854,22.714285714285715,10.428571428571429,58.42857142857143,126.57142857142857,508.7142857142857,2009.4285714285713,0.4227142857142857,14.0,0.6297142857142858,0.28271428571428575,0.13185714285714287,0.06128571428571429,0.15357142857142855,0.3702857142857143,0.4774285714285714,0.6191428571428571,0.41714285714285715,0.2592857142857143,0.32071428571428573,0.306,0.6947142857142856,0.9711428571428572,0.054285714285714284,24.285714285714285,0.3311428571428571,0.29628571428571426,1.2857142857142858,0.0
Lindell Wigginton,wiggili01,POINT GUARD,MILWAUKEE BUCKS,23.0,19.0,0.0,199.0,26.0,61.0,9.0,26.0,19.0,35.0,3.0,22.0,23.0,5.0,1.0,12.0,17.0,80.0,2022.0,0.426,12.7,0.574,0.377,0.18,0.016,0.0,0.426,0.486,0.609,0.273,0.0,,0.346,0.765,1.0,0.016,0.0,0.308,0.625,0.0,0.0
Lindsey Hunter,hunteli01,POINT GUARD,DETROIT PISTONS,34.5,44.9,6.4,779.7,93.3,254.0,37.5,110.5,22.6,30.2,14.2,52.3,87.1,39.7,6.6,37.3,68.2,246.7,2005.5,0.341,17.369999999999997,0.5731999999999999,0.18050000000000002,0.0475,0.0862,0.2591,0.42679999999999996,0.3764,0.46580000000000005,0.23759999999999998,0.298,0.3506,0.2879,0.41370000000000007,0.8917999999999999,0.0026000000000000003,1.0,0.256,0.376,0.2,0.0
Lindy Waters III,waterli01,SHOOTING GUARD,OKLAHOMA CITY THUNDER,24.0,25.0,1.0,465.0,71.0,175.0,53.0,146.0,4.0,5.0,6.0,67.0,24.0,19.0,8.0,11.0,31.0,199.0,2022.0,0.406,22.4,0.166,0.04,0.097,0.023,0.006,0.834,0.621,0.714,0.647,0.25,1.0,0.363,0.722,0.887,0.023,4.0,0.247,0.306,0.0,0.0
Linton Johnson,johnsli01,POWER FORWARD,['CHICAGO BULLS' 'NEW ORLEANS/OKLAHOMA CITY HORNETS'],26.333333333333332,12.333333333333334,1.9523809523809523,161.66666666666666,18.428571428571427,44.38095238095238,2.9523809523809526,8.904761904761905,5.333333333333333,7.666666666666667,12.142857142857142,25.047619047619047,5.0,5.238095238095238,4.238095238095238,8.095238095238095,20.428571428571427,45.142857142857146,2007.3333333333333,0.40378947368421053,12.926315789473684,0.813,0.2628947368421053,0.12805263157894736,0.12557894736842107,0.29684210526315785,0.187,0.41668421052631577,0.7342777777777778,0.1348235294117647,0.5067222222222223,0.2721111111111111,0.3326470588235294,0.6719444444444445,0.9897857142857143,0.038526315789473686,2.5238095238095237,0.6568235294117647,0.5268823529411765,0.09523809523809523,0.0
Lionel Chalmers,chalmli01,POINT GUARD,LOS ANGELES CLIPPERS,24.0,36.0,0.0,433.0,42.0,125.0,12.0,49.0,15.0,24.0,4.0,27.0,51.0,13.0,0.0,24.0,30.0,111.0,2005.0,0.336,16.1,0.608,0.272,0.088,0.024,0.224,0.392,0.395,0.353,0.364,0.0,0.5,0.245,0.233,0.75,0.016,0.0,0.122,0.0,2.0,0.0
London Perrantes,perralo01,POINT GUARD,CLEVELAND CAVALIERS,23.0,14.0,0.0,66.0,2.0,13.0,0.0,3.0,3.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,6.0,7.0,2018.0,0.154,13.7,0.769,0.077,0.462,0.0,0.231,0.231,0.2,1.0,0.167,,0.0,0.0,0.5,,0.0,0.0,0.0,,0.0,0.0
Lonnie Walker IV,walkelo01,SHOOTING GUARD,SAN ANTONIO SPURS,21.5,52.0,14.0,1060.0,183.75,444.0,64.25,187.25,56.25,72.25,13.75,109.25,82.5,28.0,12.75,46.0,71.0,488.0,2020.5,0.40025,15.0,0.62725,0.23175,0.148,0.096,0.15175,0.37275,0.43274999999999997,0.63725,0.29175,0.3645,0.328,0.365,0.48825,0.87675,0.02775,12.75,0.168,0.5177499999999999,2.0,0.0
Lonny Baxter,baxtelo01,POWER FORWARD,CHICAGO BULLS,25.6,21.5,1.0,249.1,32.3,68.25,0.2,0.7,16.5,25.7,23.0,40.6,5.4,5.5,8.1,13.1,40.25,81.3,2004.6,0.4655,5.29,0.98855,0.57625,0.18205,0.10225,0.12774999999999997,0.01145,0.46755,0.5942999999999999,0.30965000000000004,0.19089473684210526,0.39049999999999996,0.30761538461538457,0.6398,1.0,0.07565,7.05,0.6154615384615384,0.5,0.0,0.0
Lonzo Ball,balllo01,POINT GUARD,['LOS ANGELES LAKERS' 'NEW ORLEANS PELICANS'],22.0,50.4,47.8,1637.4,223.4,558.0,119.0,326.6,33.2,57.4,52.4,237.0,312.6,78.2,32.4,127.4,109.4,599.0,2020.0,0.40120000000000006,17.7,0.41459999999999997,0.2206,0.075,0.0536,0.06520000000000001,0.5854,0.44980000000000003,0.5862,0.2886,0.3242,0.30979999999999996,0.362,0.3952,0.8019999999999999,0.028599999999999997,13.8,0.1862,0.3372,2.2,0.0
Loren Woods,woodslo01,CENTER,['MINNESOTA TIMBERWOLVES' 'TORONTO RAPTORS'],25.666666666666668,35.833333333333336,7.833333333333333,404.6666666666667,34.666666666666664,82.66666666666667,0.16666666666666666,1.1666666666666667,23.0,35.833333333333336,43.833333333333336,69.83333333333333,12.333333333333334,9.166666666666666,21.333333333333332,23.0,46.333333333333336,92.5,2004.6666666666667,0.4486666666666667,5.816666666666666,0.9861666666666666,0.5193333333333333,0.2041666666666667,0.16783333333333336,0.09500000000000001,0.013833333333333335,0.45199999999999996,0.629,0.2856666666666667,0.30416666666666664,0.23679999999999998,0.08325,0.6224999999999999,1.0,0.10066666666666667,7.0,0.125,0.0,0.0,0.0
Lorenzen Wright,wrighlo02,CENTER,['ATLANTA HAWKS' 'MEMPHIS GRIZZLIES'],30.071428571428573,38.92857142857143,24.642857142857142,893.8571428571429,128.0,282.92857142857144,0.0,1.3571428571428572,49.0,76.14285714285714,75.64285714285714,158.35714285714286,33.714285714285715,22.785714285714285,25.357142857142858,43.642857142857146,108.92857142857143,305.0,2006.0714285714287,0.37321428571428567,7.392857142857143,0.9977857142857143,0.4175,0.15957142857142856,0.2779285714285714,0.14278571428571427,0.002214285714285714,0.3741428571428571,0.5269285714285714,0.43925,0.21628571428571428,0.23433333333333337,0.0,0.6677142857142858,,0.06028571428571428,20.142857142857142,0.08333333333333333,0.0,0.14285714285714285,0.0
Lorenzo Brown,brownlo01,POINT GUARD,TORONTO RAPTORS,25.4,20.6,1.4,237.0,24.6,67.6,3.6,21.2,5.8,8.2,5.6,24.6,36.6,12.2,3.0,14.8,20.2,58.6,2016.4,0.3568,13.919999999999998,0.6708000000000001,0.2618,0.1518,0.1248,0.1322,0.3292,0.45039999999999997,0.5368,0.47919999999999996,0.29660000000000003,0.4304,0.164,0.2846,0.7002,0.0224,1.4,0.22960000000000003,0.1145,0.8,0.0
Lou Amundson,amundlo01,POWER FORWARD,CHICAGO BULLS,29.166666666666668,19.75,3.111111111111111,251.25,27.944444444444443,61.52777777777778,0.0,0.1388888888888889,11.277777777777779,26.47222222222222,29.38888888888889,41.75,10.472222222222221,7.333333333333333,13.444444444444445,14.38888888888889,38.166666666666664,67.16666666666667,2012.1666666666667,0.38715625,3.390625,0.99925,0.6715625000000001,0.22959375,0.06803125,0.0301875,0.00075,0.38753125,0.4889375,0.22010344827586206,0.12091666666666667,0.21142105263157895,0.0,0.6904137931034482,,0.1530625,8.472222222222221,0.0,,0.16666666666666666,0.0
Lou Williams,willilo02,POINT GUARD,PHILADELPHIA 76ERS,28.85185185185185,52.48148148148148,4.888888888888889,1256.962962962963,238.25925925925927,567.8888888888889,71.14814814814815,199.40740740740742,190.59259259259258,224.55555555555554,19.444444444444443,97.74074074074075,174.7037037037037,44.666666666666664,9.037037037037036,90.07407407407408,64.70370370370371,738.2592592592592,2015.851851851852,0.4166296296296296,14.603703703703705,0.6589999999999999,0.21014814814814814,0.15074074074074076,0.14351851851851852,0.1548888888888889,0.341,0.4493703703703704,0.5905925925925926,0.38218518518518513,0.36977777777777776,0.3738148148148148,0.3572962962962963,0.2871111111111111,0.642888888888889,0.012074074074074074,6.2592592592592595,0.24144444444444446,0.39314814814814814,1.037037037037037,0.18518518518518517
Louis King,kinglo02,SMALL FORWARD,SACRAMENTO KINGS,21.0,8.666666666666666,0.3333333333333333,83.66666666666667,13.333333333333334,34.0,5.333333333333333,16.333333333333332,4.333333333333333,6.333333333333333,2.0,11.333333333333334,7.666666666666667,3.6666666666666665,1.3333333333333333,2.0,11.0,36.333333333333336,2021.0,0.39999999999999997,16.466666666666665,0.526,0.12333333333333334,0.18433333333333332,0.15433333333333332,0.06366666666666666,0.474,0.4383333333333333,0.73,0.5693333333333334,0.16666666666666666,0.333,0.3413333333333333,0.27133333333333337,0.8333333333333334,0.035666666666666666,1.0,0.3413333333333333,0.375,0.0,0.0
Loy Vaught,vaughlo01,POWER FORWARD,['DALLAS MAVERICKS' 'WASHINGTON WIZARDS'],32.0,25.5,0.5,274.5,40.0,84.5,0.0,0.0,4.0,5.0,25.5,61.0,11.5,10.5,3.5,13.0,37.0,84.0,2001.0,0.48300000000000004,10.933333333333332,1.0,0.264,0.11466666666666665,0.2333333333333333,0.38766666666666666,0.0,0.48300000000000004,0.7503333333333333,0.39199999999999996,0.4086666666666667,0.39466666666666667,,0.7096666666666667,,0.019,2.6666666666666665,,,0.0,0.0
Luc Longley,longllu01,CENTER,NEW YORK KNICKS,32.0,25.0,2.0,301.0,18.0,54.0,0.0,0.0,13.0,17.0,26.0,40.0,7.0,3.0,9.0,22.0,51.0,49.0,2001.0,0.333,4.5,1.0,0.556,0.241,0.148,0.056,0.0,0.333,0.433,0.154,0.25,0.333,,0.889,,0.074,4.0,,,0.0,0.0
Luc Mbah a Moute,mbahalu01,POWER FORWARD,MILWAUKEE BUCKS,27.352941176470587,48.05882352941177,27.470588235294116,1061.4117647058824,109.3529411764706,240.8235294117647,12.647058823529411,38.411764705882355,52.64705882352941,79.52941176470588,63.1764705882353,118.70588235294117,38.8235294117647,39.529411764705884,17.11764705882353,42.705882352941174,81.05882352941177,284.0,2014.3529411764705,0.4546470588235294,9.211764705882352,0.8378235294117647,0.5130588235294118,0.10294117647058823,0.037294117647058825,0.1845294117647059,0.1621764705882353,0.495764705882353,0.5794705882352941,0.3051875,0.17633333333333334,0.4156875,0.24929411764705886,0.6847058823529412,0.9949285714285715,0.059294117647058824,11.117647058823529,0.667470588235294,0.2721875,0.11764705882352941,0.0
Lucas Nogueira,noguelu01,CENTER,TORONTO RAPTORS,23.5,35.25,2.5,438.5,45.5,72.0,2.25,8.5,18.25,28.5,30.0,67.0,18.0,22.25,36.0,18.75,55.25,111.5,2016.5,0.53975,4.675,0.9045000000000001,0.72975,0.08975,0.04025,0.045,0.09575,0.581,0.6625,0.227,0.0,0.13333333333333333,0.28200000000000003,0.89025,1.0,0.39225,26.75,0.126,0.25,0.5,0.0
Lucious Harris,harrilu01,SHOOTING GUARD,NEW JERSEY NETS,32.0,73.2,18.8,1645.8,223.4,528.8,39.2,110.4,102.8,126.6,52.2,145.4,118.0,49.6,7.6,55.6,92.6,588.8,2003.0,0.4202,15.819999999999999,0.7888,0.1804,0.0514,0.11320000000000001,0.44399999999999995,0.2112,0.438,0.5751999999999999,0.371,0.3496,0.41059999999999997,0.3532,0.7298,0.9155999999999999,0.003,1.6,0.29,0.4344,1.2,0.0
Luguentz Dort,dortlu01,SHOOTING GUARD,OKLAHOMA CITY THUNDER,21.0,46.333333333333336,43.666666666666664,1342.6666666666667,208.66666666666666,527.6666666666666,91.0,273.6666666666667,108.33333333333333,136.0,33.333333333333336,127.33333333333333,67.66666666666667,40.666666666666664,13.666666666666666,63.0,126.66666666666667,616.6666666666666,2021.0,0.395,15.0,0.49433333333333335,0.26733333333333337,0.18066666666666667,0.029333333333333333,0.017333333333333336,0.5056666666666667,0.46599999999999997,0.5946666666666666,0.31366666666666665,0.20966666666666667,0.32799999999999996,0.324,0.5296666666666666,0.9236666666666666,0.045000000000000005,16.0,0.22433333333333336,0.3953333333333333,0.3333333333333333,0.0
Luis Flores,florelu01,POINT GUARD,['DENVER NUGGETS' 'GOLDEN STATE WARRIORS'],23.0,8.0,0.0,38.5,7.0,14.5,2.5,5.0,1.0,1.0,0.5,1.0,5.5,1.0,0.0,5.5,4.5,17.5,2005.0,0.488,14.033333333333333,0.6073333333333334,0.321,0.04766666666666667,0.119,0.119,0.39266666666666666,0.32466666666666666,0.3096666666666667,0.0,0.4,0.8,0.648,0.556,0.3,0.0,0.0,0.0,,0.0,0.0
Luis Montero,montelu01,SHOOTING GUARD,['DETROIT PISTONS' 'PORTLAND TRAIL BLAZERS'],23.0,7.0,0.0,25.0,2.5,10.0,0.5,4.5,1.5,2.0,0.0,3.0,0.5,0.0,0.0,3.0,0.5,7.0,2017.0,0.1315,10.15,0.763,0.6055,0.0525,0.0,0.1055,0.237,0.2,0.25,0.0,,0.5,0.111,0.25,0.0,0.0,0.0,0.111,0.0,0.5,0.0
Luis Scola,scolalu01,POWER FORWARD,HOUSTON ROCKETS,31.5,74.3,50.5,1900.1,366.9,744.2,9.2,27.1,145.2,196.1,133.5,360.6,119.4,47.4,22.4,112.1,203.7,888.2,2012.5,0.48840000000000006,9.74,0.9320999999999999,0.3303,0.23359999999999997,0.10400000000000001,0.26480000000000004,0.068,0.499,0.6344000000000001,0.4152,0.41580000000000006,0.39039999999999997,0.15250000000000002,0.6372,0.8988333333333333,0.0047,3.1,0.3083,0.27016666666666667,1.3,0.0
Luka Dončić,doncilu01,POINT GUARD,DALLAS MAVERICKS,20.5,66.0,66.0,2232.0,593.75,1298.75,183.0,543.0,370.0,501.75,68.5,495.5,525.5,69.5,27.75,270.0,146.75,1740.5,2020.5,0.4565,15.375,0.581,0.19424999999999998,0.22225,0.11975,0.0445,0.41900000000000004,0.5429999999999999,0.71875,0.47250000000000003,0.42475,0.432,0.3365,0.14200000000000002,0.279,0.012,14.25,0.0395,0.3825,7.5,0.25
Luka Garza,garzalu01,CENTER,DETROIT PISTONS,23.0,32.0,5.0,389.0,66.0,147.0,16.0,49.0,38.0,61.0,58.0,42.0,20.0,9.0,6.0,18.0,55.0,186.0,2022.0,0.449,12.7,0.667,0.293,0.218,0.068,0.088,0.333,0.51,0.674,0.5,0.2,0.231,0.327,0.52,1.0,0.027,4.0,0.061,0.0,0.0,0.0
Luka Šamanić,samanlu01,POWER FORWARD,SAN ANTONIO SPURS,20.5,18.0,2.5,178.0,26.0,60.5,7.5,25.5,9.5,16.5,8.5,30.5,10.5,4.0,5.0,11.0,24.5,69.0,2020.5,0.3805,14.649999999999999,0.5449999999999999,0.256,0.199,0.046,0.046,0.45499999999999996,0.4075,0.534,0.182,0.0,0.8335,0.327,0.5355,1.0,0.024,2.0,0.0465,0.0,0.0,0.0
Luke Babbitt,babbilu01,SMALL FORWARD,MIAMI HEAT,25.846153846153847,37.0,10.384615384615385,520.1538461538462,64.0,155.6153846153846,39.53846153846154,99.3076923076923,12.153846153846153,16.153846153846153,9.615384615384615,70.23076923076923,22.0,8.076923076923077,5.538461538461538,15.615384615384615,48.30769230769231,179.69230769230768,2015.8461538461538,0.3853846153846154,19.646153846153844,0.33399999999999996,0.07807692307692309,0.097,0.08107692307692307,0.0776923076923077,0.6659999999999999,0.37646153846153846,0.5078181818181818,0.46072727272727276,0.3090769230769231,0.36153846153846153,0.37046153846153845,0.49154545454545456,0.9833846153846153,0.005538461538461538,1.0769230769230769,0.26130769230769235,0.40623076923076923,0.0,0.0
Luke Harangody,haranlu01,POWER FORWARD,CLEVELAND CAVALIERS,23.142857142857142,24.0,0.14285714285714285,307.2857142857143,37.142857142857146,97.57142857142857,7.571428571428571,31.285714285714285,9.428571428571429,12.857142857142858,20.0,48.857142857142854,13.714285714285714,7.285714285714286,7.714285714285714,7.428571428571429,36.714285714285715,91.28571428571429,2011.142857142857,0.3805714285714286,15.4,0.7035714285714285,0.23785714285714285,0.04471428571428571,0.09271428571428572,0.32799999999999996,0.29642857142857143,0.44242857142857145,0.5195714285714286,0.0,0.3922857142857143,0.4635714285714286,0.2317142857142857,0.8201428571428571,1.0,0.003428571428571429,0.5714285714285714,0.27171428571428574,0.15385714285714286,0.0,0.0
Luke Jackson,jackslu02,SMALL FORWARD,['LOS ANGELES CLIPPERS' 'TORONTO RAPTORS'],24.77777777777778,11.0,0.7777777777777778,111.11111111111111,13.555555555555555,35.666666666666664,4.666666666666667,13.666666666666666,6.888888888888889,9.88888888888889,3.4444444444444446,8.666666666666666,9.333333333333334,3.7777777777777777,0.5555555555555556,7.0,11.222222222222221,38.666666666666664,2006.7777777777778,0.35533333333333333,13.666666666666666,0.6052222222222222,0.359,0.03944444444444444,0.0911111111111111,0.11577777777777779,0.3947777777777778,0.3645555555555556,0.40311111111111114,0.16666666666666666,0.027777777777777776,0.5940000000000001,0.34122222222222226,0.5327142857142857,0.9907777777777778,0.024555555555555556,1.0,0.25855555555555554,0.3441111111111111,0.0,0.0
Luke Kennard,kennalu01,SHOOTING GUARD,DETROIT PISTONS,23.0,59.4,14.8,1394.6,213.8,476.0,110.0,258.8,55.6,64.0,15.4,154.0,120.6,29.4,8.8,55.4,87.0,593.2,2020.0,0.44960000000000006,18.66,0.4652,0.0996,0.1076,0.122,0.1358,0.5347999999999999,0.48,0.6746000000000001,0.41980000000000006,0.4276,0.43179999999999996,0.42060000000000003,0.5594,0.8772,0.0032,1.4,0.189,0.4242,0.6,0.2
Luke Kornet,kornelu01,CENTER,['BOSTON CELTICS' 'CHICAGO BULLS'],24.75,17.5,3.25,234.66666666666666,31.916666666666668,77.08333333333333,14.5,46.833333333333336,6.583333333333333,9.083333333333334,9.666666666666666,33.083333333333336,16.083333333333332,4.916666666666667,15.25,6.0,16.0,84.91666666666667,2020.75,0.428,15.158333333333333,0.47574999999999995,0.31016666666666665,0.11808333333333333,0.03741666666666667,0.010333333333333333,0.52425,0.6279166666666667,0.6971666666666666,0.5663333333333334,0.12050000000000001,0.6122857142857142,0.21116666666666664,0.7156666666666666,0.9944444444444444,0.12,8.583333333333334,0.13041666666666665,0.33255555555555555,0.0,0.0
Luke Ridnour,ridnolu01,POINT GUARD,['MILWAUKEE BUCKS' 'SEATTLE SUPERSONICS'],28.823529411764707,56.0,30.647058823529413,1406.1764705882354,187.35294117647058,438.6470588235294,38.705882352941174,111.17647058823529,77.88235294117646,91.05882352941177,24.058823529411764,97.76470588235294,239.11764705882354,51.64705882352941,10.411764705882353,87.11764705882354,115.47058823529412,491.29411764705884,2010.8235294117646,0.4148823529411765,16.058823529411764,0.7204117647058823,0.13247058823529412,0.11941176470588234,0.11988235294117648,0.34858823529411764,0.27958823529411764,0.4434705882352941,0.4931176470588235,0.35547058823529415,0.4105882352941177,0.4512941176470588,0.34088235294117647,0.2710588235294118,0.6841764705882353,0.0,0.0,0.32088235294117645,0.4079411764705882,0.4117647058823529,0.0
Luke Schenscher,schenlu01,CENTER,['CHICAGO BULLS' 'PORTLAND TRAIL BLAZERS'],23.5,15.5,0.0,133.5,11.5,24.5,0.0,0.0,4.5,10.0,9.0,18.0,4.0,1.5,3.5,4.5,23.0,27.5,2006.5,0.4595,4.25,1.0,0.497,0.3805,0.0625,0.06,0.0,0.4595,0.5285,0.474,0.0,0.25,,0.7725,,0.0,0.0,,,0.0,0.0
Luke Walton,waltolu01,SMALL FORWARD,LOS ANGELES LAKERS,28.666666666666668,41.6,9.2,694.2,73.2,171.93333333333334,13.066666666666666,39.86666666666667,24.466666666666665,34.2,33.8,78.6,92.46666666666667,21.533333333333335,6.933333333333334,43.4,59.46666666666667,183.93333333333334,2009.6666666666667,0.39913333333333334,15.033333333333333,0.7314666666666666,0.18646666666666667,0.11966666666666666,0.11486666666666667,0.3106666666666667,0.2685333333333333,0.43693333333333334,0.5733333333333334,0.5232666666666667,0.4244,0.3726,0.29746666666666666,0.6550666666666667,0.9757692307692308,0.008533333333333334,2.7333333333333334,0.4825333333333333,0.30713333333333337,0.3333333333333333,0.0
Luke Zeller,zellelu01,CENTER,PHOENIX SUNS,25.0,16.0,0.0,58.0,9.0,26.0,1.0,5.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,0.0,5.0,19.0,2013.0,0.346,20.8,0.808,0.0,0.0,0.077,0.731,0.192,0.381,,,0.5,0.368,0.2,1.0,1.0,0.0,0.0,0.2,0.0,0.0,0.0
Luol Deng,denglu01,SMALL FORWARD,CHICAGO BULLS,26.5,51.4,47.7,1768.35,293.6,648.85,38.6,118.0,143.35,185.55,83.0,226.5,120.4,50.2,23.1,84.35,86.05,769.15,2012.5,0.4508,12.004999999999999,0.8063,0.311,0.1535,0.08945,0.2529,0.19369999999999998,0.48285,0.6657,0.3641,0.3286315789473684,0.38305263157894737,0.31415789473684214,0.63525,0.9319999999999999,0.03015,22.25,0.4118947368421053,0.38163157894736843,1.45,0.2
Luther Head,headlu01,SHOOTING GUARD,HOUSTON ROCKETS,25.727272727272727,37.45454545454545,8.181818181818182,799.3636363636364,103.18181818181819,246.72727272727272,44.63636363636363,115.45454545454545,34.45454545454545,44.45454545454545,11.090909090909092,75.18181818181819,78.45454545454545,26.181818181818183,4.2727272727272725,44.27272727272727,53.09090909090909,285.45454545454544,2008.7272727272727,0.40036363636363637,15.754545454545456,0.5894545454545455,0.24145454545454548,0.09054545454545454,0.06681818181818182,0.19072727272727272,0.41054545454545455,0.4184545454545454,0.5596363636363637,0.32854545454545453,0.24981818181818183,0.3484545454545454,0.37472727272727274,0.4344545454545454,0.7550909090909091,0.002,0.9090909090909091,0.28754545454545455,0.406,0.8181818181818182,0.0
Lynn Greer,greerly01,SHOOTING GUARD,MILWAUKEE BUCKS,27.0,41.0,0.0,432.0,61.0,141.0,18.0,52.0,27.0,32.0,2.0,25.0,53.0,17.0,1.0,18.0,32.0,167.0,2007.0,0.433,15.4,0.631,0.234,0.078,0.057,0.262,0.369,0.483,0.545,0.636,0.75,0.324,0.346,0.279,0.833,0.0,0.0,0.346,0.444,0.0,0.0
M.J. Walker,walkemj01,SHOOTING GUARD,PHOENIX SUNS,23.0,2.0,0.0,8.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,2022.0,0.0,15.4,0.5,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,,,0.0,,,0.0,0.0,0.5,0.0,0.0,0.0
Maalik Wayns,waynsma01,POINT GUARD,LOS ANGELES CLIPPERS,21.142857142857142,11.857142857142858,0.42857142857142855,87.85714285714286,11.285714285714286,38.0,3.0,13.285714285714286,7.285714285714286,8.142857142857142,0.42857142857142855,2.857142857142857,11.857142857142858,2.857142857142857,0.0,6.428571428571429,11.714285714285714,32.857142857142854,2013.142857142857,0.35628571428571426,13.614285714285714,0.6931428571428572,0.27085714285714285,0.19257142857142856,0.09314285714285715,0.13657142857142857,0.30685714285714283,0.3945714285714286,0.5293333333333333,0.24257142857142858,0.2,0.12133333333333333,0.253,0.3922857142857143,1.0,0.0,0.0,0.18066666666666667,0.5,0.5714285714285714,0.0
Mac McClung,mccluma01,['POINT GUARD' 'SHOOTING GUARD'],['CHICAGO BULLS' 'LOS ANGELES LAKERS'],23.0,1.0,0.0,12.5,1.5,3.0,0.5,1.5,0.5,0.5,0.0,1.5,0.5,0.5,0.5,1.5,2.5,4.0,2022.0,0.5,16.5,0.5,0.333,0.0,0.0,0.167,0.5,0.667,0.5,,,1.0,0.333,1.0,1.0,0.0,0.0,0.0,,0.0,0.0
Maceo Baston,bastoma01,POWER FORWARD,['INDIANA PACERS' 'TORONTO RAPTORS'],30.75,26.25,1.0,207.75,26.5,43.0,0.75,2.0,17.75,24.0,14.0,29.75,6.5,6.0,10.75,13.5,35.0,71.5,2006.75,0.617,4.075,0.9715,0.66,0.183,0.088,0.0405,0.028499999999999998,0.62575,0.71375,0.552,0.262,0.3333333333333333,0.2145,0.5982500000000001,1.0,0.2725,11.0,0.0,,0.0,0.0
Maciej Lampe,lampema01,CENTER,PHOENIX SUNS,19.384615384615383,11.538461538461538,0.0,111.38461538461539,15.076923076923077,39.76923076923077,0.46153846153846156,1.2307692307692308,4.230769230769231,6.538461538461538,7.153846153846154,18.846153846153847,3.6923076923076925,1.3846153846153846,1.8461538461538463,5.769230769230769,14.384615384615385,34.84615384615385,2005.3846153846155,0.2794615384615385,10.692307692307692,0.9806923076923076,0.2591538461538461,0.2155384615384615,0.13476923076923078,0.3713076923076923,0.019307692307692307,0.27799999999999997,0.4796923076923077,0.23272727272727273,0.21554545454545454,0.20076923076923076,0.33342857142857146,0.8236363636363637,1.0,0.003923076923076923,0.38461538461538464,0.07142857142857142,0.0,0.0,0.0
Mahmoud Abdul-Rauf,abdulma02,POINT GUARD,VANCOUVER GRIZZLIES,31.0,41.0,0.0,486.0,120.0,246.0,4.0,14.0,22.0,29.0,5.0,20.0,76.0,9.0,1.0,26.0,50.0,266.0,2001.0,0.488,17.7,0.943,0.028,0.049,0.171,0.695,0.057,0.5,0.571,0.25,0.571,0.497,0.286,0.543,0.5,0.0,0.0,0.071,0.0,0.0,0.0
